,Title,Domestic_Total_Gross,UK_Total_Gross,Actors,Country,British,Budget,Genres
843,Disaster Movie,14190901.0,5400013,"Matt Lanter, Vanessa Lachey, ""Gary G. Thang Johnson"", Nicole Parker",USA,0,20000000.0,Comedy
844,A Single Man,9176000.0,4035997,"Matthew Goode, Colin Firth, Nicholas Hoult, Julianne Moore, Jon Hamm*, Ginnifer Goodwin",USA,1,7000000.0,Drama
845,Watchmen,107509799.0,540329,"Matthew Goode, Patrick Wilson, Jeffrey Dean Morgan, Billy Crudup, Malin Akerman, Jackie Earle Haley",USA,1,130000000.0,Action
846,Scooby-Doo 2: Monsters Unleashed,84216833.0,30200200,"Matthew Lillard, Sarah Michelle Gellar, Seth Green, Freddie Prinze, Jr., Alicia Silverstone","USA, Canada",0,,Adventure
847,Without a Paddle,58169327.0,4741444,"Matthew Lillard, Seth Green, Dax Shepard",USA,0,19000000.0,Comedy
848,Death at a Funeral,8580428.0,1909738,"Matthew Macfadyen, Keeley Hawes, Andy Nyman, Ewen Bremner","USA, Germany, UK, Netherlands",1,9000000.0,Comedy
849,Dallas Buyers Club,27298285.0,8755794,"Matthew McConaughey, Jennifer Garner, Jared Leto",USA,0,5000000.0,Drama
850,Ghosts of Girlfriends Past,55250026.0,6859122,"Matthew McConaughey, Jennifer Garner, Michael Douglas, Emma Stone",USA,0,,Comedy
851,Magic Mike,113721571.0,13173821,"Matthew McConaughey, Joe Manganiello, Matt Bomer, Alex Pettyfer, Olivia Munn, Channing Tatum, Adam Rodriguez, Cody Horn",USA,1,7000000.0,Comedy
852,Failure to Launch,88715192.0,5175605,"Matthew McConaughey, Justin Bartha, Kathy Bates, Sarah Jessica Parker, Zooey Deschanel, Bradley Cooper",USA,0,50000000.0,Comedy
853,Fool's Gold,70231041.0,4753969,"Matthew McConaughey, Kate Hudson, Donald Sutherland, Kevin Hart",USA,0,70000000.0,Adventure
854,How to Lose a Guy in 10 Days,105813373.0,10988299,"Matthew McConaughey, Kate Hudson","USA, Germany",0,,Comedy
855,Interstellar,188020017.0,31379615,"Matthew McConaughey, Matt Damon*, Topher Grace, David Oyelowo*, Michael Caine, Ellen Burstyn, Casey Affleck, Wes Bentley, Bill Irwin, John Lithgow, Anne Hathaway, Jessica Chastain","USA, UK, Canada",1,165000000.0,Adventure
856,The Wolf of Wall Street,116900694.0,37413041,"Matthew McConaughey, Rob Reiner, Shea Whigham, Jon Favreau, Jon Bernthal, Jean Dujardin, Jonah Hill, Kyle Chandler, Margot Robbie, Leonardo DiCaprio",USA,0,100000000.0,Drama
857,Killer Joe,1987762.0,1286303,"Matthew McConaughey, Thomas Haden Church, Juno Temple, Emile Hirsch",USA,1,,Comedy
858,The Lincoln Lawyer,58009200.0,3455603,"Matthew McConaughey, William H. Macy, Michael Pena, John Leguizamo, Josh Lucas, Ryan Phillippe, Bryan Cranston, Marisa Tomei",USA,0,40000000.0,Drama
859,The Paperboy,693286.0,597639,"Matthew McConaughey, Zac Efron, John Cusack, Nicole Kidman, David Oyelowo",USA,0,,Thriller
860,The Drop,10724389.0,2376852,"Matthias Schoenaerts, Tom Hardy, Noomi Rapace, James Gandolfini",USA,1,12600000.0,Drama
861,Baby Mama,60494212.0,764573,"Maura Tierney, Steve Martin, Tina Fey, Greg Kinnear, Amy Poehler, Will Forte, Sigourney Weaver, Dax Shepard",USA,0,30000000.0,Comedy
862,The Darkest Hour,21443494.0,2090634,"Max Minghella, Joel Kinnaman, Emile Hirsch, Olivia Thirlby, Rachel Taylor",USA,0,30000000.0,Thriller
863,Horns,173948.0,1009441,"Max Minghella, Juno Temple, Daniel Radcliffe, David Morse, Heather Graham","USA, Canada",1,,Drama
864,Grown Ups 2,133668525.0,13566641,"Maya Rudolph, Adam Sandler, Nick Swardson, Taylor Lautner, Salma Hayek, Kevin James, David Spade, Maria Bello, Chris Rock",USA,0,80000000.0,Comedy
865,Friends with Kids,7251073.0,1598544,"Maya Rudolph, Kristen Wiig, Adam Scott, Edward Burns, Jennifer Westfeldt, Jon Hamm, Megan Fox",USA,0,,Comedy
866,Grown Ups,162001186.0,12161427,"Maya Rudolph, Norm MacDonald, Adam Sandler, Rob Schneider, Steve Buscemi, Jamie Chung*, Salma Hayek, Kevin James, David Spade, Maria Bello, Chris Rock",USA,0,80000000.0,Comedy
867,Bridesmaids,169106725.0,37214799,"Maya Rudolph, Rebel Wilson*, Kristen Wiig, Ellie Kemper, Melissa McCarthy, Jon Hamm, Wendi McLendon-Covey, Rose Byrne",USA,0,32500000.0,Comedy
868,A Prairie Home Companion,20342852.0,502590,"Maya Rudolph, Virginia Madsen, Garrison Keillor, Woody Harrelson, Meryl Streep, Kevin Kline, Lindsay Lohan, Lily Tomlin, Tommy Lee Jones, John C. Reilly",USA,0,,Comedy
869,Hide and Seek,51100486.0,7263878,"Melissa Leo, Elizabeth Shue, Famke Janssen, Robert DeNiro, Dakota Fanning","USA, Germany",0,,Thriller
870,Mr. Woodcock,25799486.0,3159505,"Melissa Leo*, Melissa Sagemiller, Susan Sarandon, Ethan Suplee, Amy Poehler, Billy Bob Thornton, Seann William Scott",USA,0,,Comedy
871,The Back-Up Plan,37490007.0,2952219,"Melissa McCarthy, Jennifer Lopez",USA,0,35000000.0,Comedy
872,The Heat,159582188.0,11222329,"Melissa McCarthy, Sandra Bullock",USA,0,43000000.0,Comedy
873,The Ant Bully,28142535.0,3971526,"Meryl Streep, Nicolas Cage, (Voice), Julia Roberts, Paul Giamatti",USA,0,50000000.0,Animation
874,Prime,22827153.0,5203312,"Meryl Streep, Uma Thurman",USA,0,22000000.0,Comedy
875,Freddy Vs. Jason,82622655.0,4381229,"Michael Buffer, Sean S. Cunningham, Robert Englund, Ken Kirzinger",USA,0,30000000.0,Horror
876,Children of Men,35552383.0,9203229,"Michael Caine, Clive Owen, Julianne Moore","USA, UK",1,76000000.0,Thriller
877,Secondhand Lions,42070939.0,1276949,"Michael Caine, Josh Lucas, Haley Joel Osment, Robert Duvall",USA,1,30000000.0,Adventure
878,Sleuth,342895.0,732302,"Michael Caine, Jude Law","USA, UK",1,,Thriller
879,The Weather Man,12482775.0,1947395,"Michael Caine, Nicolas Cage, Hope Davis, Nicholas Hoult","USA, Germany",1,22000000.0,Comedy
880,The Call,51872378.0,1845743,"Michael Eklund, Halle Berry, Morris Chestnut, Michael Imperioli, Abigail Breslin",USA,0,13000000.0,Thriller
881,The Hills Have Eyes 2,20804166.0,3088041,"Michael McMillian, Jessica Stroup, Derek Mears, Jonathan Craven",USA,0,15000000.0,Horror
882,Sicko,24540079.0,743485,"Michael Moore, Tucker Albrizzi, Tony Benn, George W. Bush",USA,0,9000000.0,Documentary
883,Turbo,83028128.0,19076286,"Michael Pena , , Ken Jeong* ,  , Maya Rudolph , (Voice), Ryan Reynolds, Paul Giamatti",USA,0,135000000.0,Animation
884,Lions for Lambs,15002854.0,3154503,"Michael Pena, Andrew Garfield, Tom Cruise, Meryl Streep, Derek Luke, Robert Redford, Josh Zuckerman*, Peter Berg",USA,1,35000000.0,Drama
885,Gangster Squad,46000903.0,8209350,"Michael Pena, Giovanni Ribisi, Emma Stone, Josh Brolin, Ryan Gosling, Sean Penn, Robert Patrick, Anthony Mackie",USA,0,60000000.0,Drama
886,End of Watch,41003371.0,3018778,"Michael Pena, Jake Gyllenhaal, Frank Grillo, Anna Kendrick, America Ferrera, Cody Horn",USA,0,7000000.0,Drama
887,Fury,85817906.0,12742222,"Michael Pena, Logan Lerman, Brad Pitt, Jon Bernthal, Jason Isaacs, Shia LaBeouf","USA, China, UK",1,68000000.0,War
888,Million Dollar Baby,100492203.0,10149214,"Michael Pena*, Jay Baruchel, Hilary Swank, Morgan Freeman, Anthony Mackie*, Clint Eastwood",USA,0,30000000.0,Drama
889,Take Shelter,1730296.0,293933,"Michael Shannon, Jessica Chastain",USA,0,5000000.0,Drama
890,Underworld: Evolution,62318875.0,5438365,"Michael Sheen*, Kate Beckinsale, Scott Speedman",USA,1,,Action
891,A Serious Man,9228768.0,2403412,"Michael Stuhlbarg, Richard Kind, Fred Melamed, Sari Lennick","USA, UK, France",0,,Comedy
892,Machine Gun Preacher,538690.0,1038669,"Michelle Monaghan, Gerard Butler, Michael Shannon, Kathy Baker",USA,1,30000000.0,Action
893,S.W.A.T.,116934650.0,9731149,"Michelle Rodriguez, Samuel L. Jackson, Olivier Martinez, LL Cool J, Jeremy Renner, Colin Farrell, Colin Egglesfield*",USA,0,80000000.0,Action
894,Deception,4598506.0,1019414,"Michelle Williams, Ewan McGregor, Hugh Jackman, Maggie Q",USA,1,,Thriller
895,Oz The Great and Powerful,234911825.0,23391077,"Michelle Williams, James Franco, Joey King, (Voice), Rachel Weisz, Zach Braff, Mila Kunis",USA,1,215000000.0,Adventure
896,Blue Valentine,9706328.0,1036873,"Michelle Williams, Mike Vogel, Ryan Gosling",USA,0,1000.0,Drama
897,Brokeback Mountain,83043761.0,17957778,"Michelle Williams, Randy Quaid, Jake Gyllenhaal, Heath Ledger, Anna Faris*, Anne Hathaway","USA, Canada",0,14000000.0,Western
898,Shine a Light,5505267.0,1327400,"Mick Jagger, Keith Richards, Charlie Watts, Ron Wood",USA,0,,Documentary
899,Once Upon a Time in Mexico,56359780.0,4426636,"Mickey Rourke, Antonio Banderas, Salma Hayek, Eva Mendes, Johnny Depp, Willem Dafoe",USA,0,29000000.0,Action
900,She's Out of My League,32010860.0,1300362,"Mike Vogel, Jay Baruchel, Alice Eve",USA,1,20000000.0,Comedy
901,Ultraviolet,18535812.0,647052,Milla Jovovich,USA,0,30000000.0,Action
902,The Fourth Kind,25486040.0,3717152,Milla Jovovich,"USA, UK",0,,Thriller
903,Rocky Balboa,70270943.0,17311121,"Milo Ventimiglia, Burt Young, Sylvester Stallone",USA,0,24000000.0,Drama
904,Me and You and Everyone We Know,3885134.0,1098768,Miranda July,"USA, UK",0,,Comedy
905,Tears of the Sun,43734876.0,1350756,"Monica Bellucci, Bruce Willis",USA,0,75000000.0,Action
906,Shoot 'Em Up,12807139.0,1890450,"Monica Bellucci, Clive Owen, Paul Giamatti",USA,1,39000000.0,Action
907,The Passion of the Christ,370274604.0,20441388,"Monica Bellucci, James Caviezel",USA,0,30000000.0,Drama
908,The Private Lives of Pippa Lee,337356.0,311672,"Monica Bellucci, Keanu Reeves, Robin Wright Penn, Alan Arkin, Winona Ryder, Blake Lively, Julianne Moore, Maria Bello, Mike Binder, Zoe Kazan",USA,0,,Comedy
909,Wanted,134508551.0,19344027,"Morgan Freeman, Angelina Jolie, Chris Pratt*, James McAvoy, Common","USA, Germany",1,75000000.0,Action
910,Dolphin Tale 2,42024533.0,2618363,"Morgan Freeman, Kris Kristofferson, Harry Connick Jr., Ashley Judd",USA,0,36000000.0,Family
911,Dolphin Tale,72286779.0,3714821,"Morgan Freeman, Kris Kristofferson, Harry Connick Jr., Ashley Judd",USA,0,37000000.0,Family
912,Last Vegas,63914167.0,11476116,"Morgan Freeman, Mary Steenburgen, Michael Douglas, Robert DeNiro, Kevin Kline",USA,0,28000000.0,Comedy
913,Invictus,37491364.0,6870705,"Morgan Freeman, Matt Damon",USA,0,60000000.0,Drama
914,Gone Baby Gone,20300218.0,3625002,"Morgan Freeman, Michelle Monaghan, Amy Ryan, Ed Harris, Casey Affleck",USA,0,19000000.0,Drama
915,The Bucket List,93466502.0,3990851,"Morgan Freeman, Sean Hayes, Jack Nicholson, Rob Morrow",USA,0,45000000.0,Comedy
916,"10,000 B.C.",94784201.0,11349484,,USA,0,105000000.0,Adventure
917,Birdman,42340598.0,8764178,"Naomi Watts, Amy Ryan, Michael Keaton, Edward Norton, Emma Stone, Andrea Riseborough, Zach Galifianakis",USA,0,18000000.0,Comedy
918,Funny Games,1294919.0,402675,"Naomi Watts, Brady Corbet, Tim Roth, Michael Pitt","USA, France, UK, Austria, Germany, Italy",1,,Horror
919,The International,25450527.0,573995,"Naomi Watts, Clive Owen","USA, Germany, UK",1,50000000.0,Drama
920,The Assassination of Richard Nixon,708776.0,1059488,"Naomi Watts, Don Cheadle, Sean Penn","USA, Mexico",0,,Drama
921,You Will Meet a Tall Dark Stranger,3248246.0,512396,"Naomi Watts, Freida Pinto, Antonio Banderas, Josh Brolin, Theo James*, Anthony Hopkins","USA, Spain",1,22000000.0,Romance
922,J. Edgar,37306030.0,1647423,"Naomi Watts, Judi Dench, Armie Hammer, Josh Lucas, Leonardo DiCaprio",USA,1,35000000.0,Drama
923,I Heart Huckabees,12785432.0,1122687,"Naomi Watts, Lily Tomlin, Isla Fisher*, Jude Law, Dustin Hoffman, Jonah Hill*, Mark Wahlberg, Jason Schwartzman","USA, UK, Germany",1,20000000.0,Comedy
924,Dream House,21302340.0,1288780,"Naomi Watts, Marton Csokas, Daniel Craig, Rachel Weisz","USA, Canada",1,50000000.0,Thriller
925,21 Grams,16290476.0,4470545,"Naomi Watts, Melissa Leo*, Eddie Marsan*, Danny Huston, Benicio Del Toro, Sean Penn",USA,0,20000000.0,Drama
926,St. Vincent,44137712.0,1226418,"Naomi Watts, Melissa McCarthy, Bill Murray, ""Chris ODowd"", Terrence Howard",USA,1,,Comedy
927,The Divergent Series: Insurgent,121245304.0,11029426,"Naomi Watts, Ray Stevenson, Kate Winslet, Jai Courtney, Octavia Spencer, Mekhi Phifer, Shailene Woodley, Ansel Elgort, Theo James, Maggie Q, Miles Teller",USA,1,110000000.0,Action
928,Fair Game,9540691.0,1125856,"Naomi Watts, Sam Shepard, Bruce McGill, Ty Burrell, Noah Emmerich, Sean Penn","USA, United Arab Emirates",0,22000000.0,Action
929,The Ring Two,76231249.0,10009015,"Naomi Watts, Simon Baker, Mary Elizabeth Winstead*",USA,0,,Horror
930,Eastern Promises,17266000.0,4399217,"Naomi Watts, Viggo Mortensen","USA, UK, Canada",0,,Drama
931,Tammy,84525432.0,2713949,"Nat Faxon, Ben Falcone*, Susan Sarandon, Kathy Bates, Dan Aykroyd, Allison Janney, Toni Collette, Melissa McCarthy, Gary Cole, Mark Duplass",USA,0,20000000.0,Comedy
932,Thor: The Dark World,206362140.0,31811834,"Natalie Portman, Chris Hemsworth, Zachary Levi, Ray Stevenson, Tom Hiddleston, Stellan Skarsgard, Idris Elba, Rene Russo, Kat Dennings, Jaimie Alexander, ""Chris ODowd"", Anthony Hopkins, Christopher Eccleston",USA,1,170000000.0,Action
933,No Strings Attached,70662220.0,1833907,"Natalie Portman, Jake Johnson, ""Chris Ludacris Bridges"", Greta Gerwig, Lake Bell, Kevin Kline, Mindy Kaling, Cary Elwes, Olivia Thirlby, Ashton Kutcher",USA,1,25000000.0,Comedy
934,Garden State,26782316.0,2036326,"Natalie Portman, Zach Braff, Ian Holm, Peter Sarsgaard",USA,1,2500000.0,Comedy
935,Serenity,25514517.0,4840196,"Nathan Fillion, Gina Torres, Alan Tudyk, Morena Baccarin",USA,0,39000000.0,Adventure
936,Fame,22455510.0,14308999,Naturi Naughton,USA,0,18000000.0,Drama
937,Stomp the Yard,61356221.0,881474,"Ne-Yo, Chris Brown",USA,0,13000000.0,Drama
938,The Smurfs,142614158.0,28118099,"Neil Patrick Harris, , Katy Perry , (Voice), Anton Yelchin , George Lopez , Hank Azaria, Jayma Mays",USA,0,110000000.0,Comedy
939,Gone Girl,167767189.0,34643161,"Neil Patrick Harris, Boyd Holbrook*, Ben Affleck, Tyler Perry, Patrick Fugit, Carrie Coon, Scoot McNairy*, Emily Ratajkowski*, Rosamund Pike",USA,1,61000000.0,Thriller
940,The Smurfs 2,71017784.0,18884203,"Neil Patrick Harris, Brendan Gleeson, Katy Perry ,  , , Sofia Vergara, (Voice), Anton Yelchin , Hank Azaria, Jayma Mays",USA,0,105000000.0,Comedy
941,A Million Ways to Die in the West,43139300.0,5303514,"Neil Patrick Harris, Giovanni Ribisi, Charlize Theron, Amanda Seyfried, Seth MacFarlane, Liam Neeson, Sarah Silverman",USA,1,40000000.0,Comedy
942,A Very Harold & Kumar 3D Christmas,35061031.0,900984,"Neil Patrick Harris, John Cho, David Krumholtz, Danny Trejo, Eddie Kay Thomas, Kal Penn, Patton Oswalt, Elias Koteas",USA,0,19000000.0,Comedy
943,Beastly,27865571.0,2195141,"Neil Patrick Harris, Vanessa Hudgens, Peter Krause, Alex Pettyfer, Mary-Kate Olsen",USA,1,17000000.0,Fantasy
944,Connie and Carla,8085771.0,799490,"Nia Vardalos, Toni Collette, David Duchovny",USA,0,27000000.0,Comedy
945,Larry Crowne,35608245.0,2275388,"Nia Vardalos*, Taraji P. Henson, George Takei, Rita Wilson*, Wilmer Valderrama, Tom Hanks, Bryan Cranston, Julia Roberts, Cedric the Entertainer",USA,0,30000000.0,Comedy
946,One Direction: This is Us,28873374.0,12367162,"Niall Horan, Zayn Malik, Liam Payne, Harry Styles",USA,0,10000000.0,Concert
947,Blades of Glory,118594548.0,11883906,"Nick Swardson, Will Ferrell, Craig T. Nelson, Amy Poehler, Jon Heder, William Fichtner, Will Arnett, Jenna Fischer",USA,0,61000000.0,Comedy
948,Reno 911!: Miami,20342161.0,553342,Nick Swardson*,USA,0,10000000.0,Comedy
949,Drive Angry,10721033.0,2026367,"Nicolas Cage, Amber Heard, William Fichtner, Billy Burke, David Morse",USA,0,,Action
950,Bad Lieutenant: Port of Call New Orleans,1702112.0,770020,"Nicolas Cage, Eva Mendes, Val Kilmer",USA,0,25000000.0,Drama
951,National Treasure: Book of Secrets,219964115.0,17626166,"Nicolas Cage, Harvey Keitel, Justin Bartha, Diane Kruger, Jon Voight, Ty Burrell*, Ed Harris, Bruce Greenwood, Helen Mirren",USA,1,,Adventure
952,Seeking Justice,411746.0,948244,"Nicolas Cage, January Jones, Guy Pearce",USA,0,,Action
953,Stolen,304318.0,490395,"Nicolas Cage, Josh Lucas, Danny Huston, Malin Akerman",USA,0,,Action
954,Next,18211013.0,4918056,"Nicolas Cage, Julianne Moore, Jessica Biel",USA,0,,Thriller
955,National Treasure,173008894.0,13840312,"Nicolas Cage, Justin Bartha, Diane Kruger, Sean Bean, Jon Voight, Harvey Keitel, Christopher Plummer",USA,1,100000000.0,Adventure
956,World Trade Center,70278893.0,9037513,"Nicolas Cage, Maria Bello, Maggie Gyllenhaal, Viola Davis*",USA,0,65000000.0,Drama
957,The Wicker Man,23649127.0,3155534,"Nicolas Cage, Molly Parker, Leelee Sobieski, Ellen Burstyn","USA, Germany, Canada",0,40000000.0,Horror
958,Trespass,24094.0,893677,"Nicolas Cage, Nicole Kidman, Cam Gigandet","USA, Bulgaria",0,,Thriller
959,Ghost Rider,115802596.0,9188495,"Nicolas Cage, Peter Fonda, Eva Mendes, Sam Elliott, Wes Bentley, Rebel Wilson*","USA, Australia",0,110000000.0,Action
960,The Sorcerer's Apprentice,63150991.0,5423182,"Nicolas Cage, Teresa Palmer, Monica Bellucci, Jay Baruchel, Alfred Molina",USA,1,150000000.0,Fantasy
961,Ghost Rider: Spirit of Vengeance,51774002.0,4601073,"Nicolas Cage, Violante Placido, Ciaran Hinds, Idris Elba","USA, United Arab Emirates",1,57000000.0,Action
962,Bangkok Dangerous,15298133.0,1300139,Nicolas Cage,USA,0,45000000.0,Action
963,G-Force,119436770.0,22011541,"Nicolas Cage*, Steve Buscemi* , Bill Nighy, Sam Rockwell*, ,  , (Voice), Penelope Cruz*, Jon Favreau*, Will Arnett, Zach Galifianakis",USA,1,150000000.0,Adventure
964,The Girl with the Dragon Tattoo,10095170.0,2342433,"Noomi Rapace, Michael Nyqvist","USA, Sweden, Norway",0,90000000.0,Thriller
965,The Girl with the Dragon Tattoo,10095170.0,2342433,"Noomi Rapace, Michael Nyqvist","USA, Sweden, Norway",0,90000000.0,Thriller
966,The Girl with the Dragon Tattoo,10095170.0,2342433,"Noomi Rapace, Michael Nyqvist","USA, Sweden, Norway",0,13000000.0,Thriller
967,The Girl with the Dragon Tattoo,10095170.0,2342433,"Noomi Rapace, Michael Nyqvist","USA, Sweden, Norway",0,13000000.0,Thriller
968,The Girl with the Dragon Tattoo,102515793.0,18796728,"Robin Wright Penn, Daniel Craig, Stellan Skarsgard, Goran Visnjic*, Joel Kinnaman*, Christopher Plummer, Rooney Mara, Joely Richardson*","USA, Sweden, Norway",1,90000000.0,Thriller
969,The Girl with the Dragon Tattoo,102515793.0,18796728,"Robin Wright Penn, Daniel Craig, Stellan Skarsgard, Goran Visnjic*, Joel Kinnaman*, Christopher Plummer, Rooney Mara, Joely Richardson*","USA, Sweden, Norway",1,90000000.0,Thriller
970,The Girl with the Dragon Tattoo,102515793.0,18796728,"Robin Wright Penn, Daniel Craig, Stellan Skarsgard, Goran Visnjic*, Joel Kinnaman*, Christopher Plummer, Rooney Mara, Joely Richardson*","USA, Sweden, Norway",1,13000000.0,Thriller
971,The Girl with the Dragon Tattoo,102515793.0,18796728,"Robin Wright Penn, Daniel Craig, Stellan Skarsgard, Goran Visnjic*, Joel Kinnaman*, Christopher Plummer, Rooney Mara, Joely Richardson*","USA, Sweden, Norway",1,13000000.0,Thriller
972,Project X,54731865.0,3513849,"Oliver Cooper, Miles Teller, Thomas Mann, Jonathan Daniel Brown",USA,0,,Comedy
973,Ouija,50856010.0,5095101,"Olivia Cooke, Ana Coto, Daren Kagasoff, Bianca A. Santos",USA,0,5000000.0,Horror
974,The Change-Up,37081475.0,3125732,"Olivia Wilde, Alan Arkin, Jason Bateman, Leslie Mann, Ryan Reynolds",USA,0,52000000.0,Comedy
975,Turistas,7027762.0,2290406,"Olivia Wilde, Beau Garrett, Josh Duhamel, Melissa George",USA,0,10000000.0,Thriller
976,Tron Legacy,172062763.0,16221225,"Olivia Wilde, Beau Garrett, Michael Sheen, Cillian Murphy*, Bruce Boxleitner, Jeff Bridges, Garrett Hedlund, James Frain, (Cameo)",USA,1,170000000.0,Action
977,In Time,37520095.0,8634105,"Olivia Wilde, Cillian Murphy, Vincent Kartheiser, Amanda Seyfried, Alex Pettyfer, Justin Timberlake, Johnny Galecki",USA,1,40000000.0,Thriller
978,The Incredible Burt Wonderstone,22537881.0,919831,"Olivia Wilde, Jay Mohr, Jim Carrey, Alan Arkin, Steve Buscemi, Steve Carell, James Gandolfini",USA,0,30000000.0,Comedy
979,The Next Three Days,21148651.0,3939257,"Olivia Wilde, RZA, Brian Dennehy, Russell Crowe, Elizabeth Banks, Liam Neeson","USA, France",1,30000000.0,Action
980,The Girl Next Door,14589444.0,3076553,"Olivia Wilde*, Chris Marquette, Timothy Olyphant, Elisha Cuthbert, Emile Hirsch, Paul Dano",USA,0,,Comedy
981,Seventh Son,17223265.0,1200723,"Olivia Williams, Ben Barnes, Kit Harington, Djimon Hounsou, Jeff Bridges, Alicia Vikander, Julianne Moore","USA, UK, Canada, China",1,95000000.0,Fantasy
982,You Got Served,40363810.0,366119,"Omarion Grandberry, Marques Houston, Jennifer Freeman, J-Boog",USA,0,8000000.0,Drama
983,The Darjeeling Limited,11902715.0,3170953,"Owen Wilson, Adrien Brody, Jason Schwartzman",USA,0,,Comedy
984,Shanghai Knights,60476872.0,3606453,"Owen Wilson, Jackie Chan, Aaron Johnson","USA, Hong Kong",0,50000000.0,Comedy
985,Drillbit Taylor,32862104.0,4452750,"Owen Wilson, Leslie Mann, Danny McBride*, Kevin Hart*",USA,0,,Comedy
986,No Reservations,43107979.0,2157958,"Patricia Clarkson, Catherine Zeta-Jones, ""Brian F. OByrne"", Abigail Breslin, Jenny Wade, Aaron Eckhart, Bob Balaban","USA, Australia",0,,Comedy
